id,plugin,name,description,tactic,technique_id,technique_name
c6607391-d02c-44b5-9b13-d3492ca58599,stockpile,Discover system services,Identify system services,discovery,T1007,System Service Discovery
638fb6bb-ba39-4285-93d1-7e4775b033a8,stockpile,Find System Network Connections,Find System Network Connections,discovery,T1049,System Network Connections Discovery
5dc841fd-28ad-40e2-b10e-fb007fe09e81,stockpile,Virtual or Real,Determine if the system is virtualized or physical,discovery,T1497.001,Virtualization/Sandbox Evasion: System Checks
6c91884e-11ec-422f-a6ed-e76774b0daac,stockpile,View printer queue,View details of queued documents in printer queue,discovery,T1120,Peripheral Device Discovery
7c42a30c-c8c7-44c5-80a8-862d364ac1e4,stockpile,UAC Status,Determine whether or not UAC is enabled,discovery,T1518.001,Software Discovery: Security Software Discovery
c9be8043-a445-4cbf-b77b-ed7bb007fc7c,stockpile,Internet Explorer Version,Determine the version of Internet Explorer running,discovery,T1518,Software Discovery
921055f4-5970-4707-909e-62f594234d91,stockpile,Remote Host Ping,Ping a remote host to see if it is accessible,discovery,T1016,System Network Configuration Discovery
9849d956-37ea-49f2-a8b5-f2ca080b315d,stockpile,Check Go,Check to see if GoLang is installed,discovery,T1518,Software Discovery
deeac480-5c2a-42b5-90bb-41675ee53c7e,stockpile,View remote shares,View the shares of a remote host,discovery,T1135,Network Share Discovery
b6b105b9-41dc-490b-bc5c-80d699b82ce8,stockpile,Find OS Version,Find OS Version,discovery,T1082,System Information Discovery
8adf02e8-6e71-4244-886c-98c402857404,stockpile,tasklist Process Enumeration,Capture running processes and their loaded DLLs,discovery,T1057,Process Discovery
0093c0e0-68b6-4cab-b0d4-2b40b3c78f71,stockpile,enumerate VMs,Enumerate running virtual machines on hypervisor,discovery,T1057,Process Discovery
bd527b63-9f9e-46e0-9816-b8434d2b8989,stockpile,Current User,Obtain user from current session,discovery,T1033,System Owner/User Discovery
47abe1f5-55a5-46cc-8cad-506dac8ea6d9,stockpile,Scan IP for ports,Use dropped scanner to find open popular ports,discovery,T1046,Network Service Scanning
b6f545ef-f802-4537-b59d-2cb19831c8ed,stockpile,Snag broadcast IP,Capture the local network broadcast IP address,discovery,T1016,System Network Configuration Discovery
2946edba-54d8-11eb-ae93-0242ac130002,stockpile,Password Policy for a domain,Password Policy Discovery for a domain,discovery,T1201,Password Policy Discovery for a domain
3a2ce3d5-e9e2-4344-ae23-470432ff8687,stockpile,Fingerprint network services,Uses nmap to fingerprint services that were network accessible,discovery,T1046,Network Service Scanning
e82f39e2-56f8-4f19-8376-b007f9ac5f8a,stockpile,Password Policy,Password Policy Discovery,discovery,T1201,Password Policy Discovery
6d90e6fa-9324-4eb5-93be-9f737245bd7z,stockpile,Discover Domain Admins,Use PowerView to query the Active Directory server to determine remote admins,discovery,T1069.002,Permission Groups Discovery: Domain Groups
74d1b640-7f1e-4b36-beba-23a8228f39e0,stockpile,Local FQDN,Uses windows libraries to get FQDN of infected host,discovery,,
f1cf4ea1-43f0-4604-9537-3d1b1b2d5b1c,stockpile,GetServiceAccounts,Get Service Accounts for a domain,discovery,T1033,System Owner/User Discovery
2488245e-bcbd-405d-920e-2de27db882b3,stockpile,Query Registry,Query Registry using PowerShell Get-ItemProperty,discovery,T1012,Query Registry
29451844-9b76-4e16-a9ee-d6feab4b24db,stockpile,PowerShell version,Discover the PowerShell version,discovery,T1082,System Information Discovery
c1cd6388-3ced-48c7-a511-0434c6ba8f48,stockpile,Find local users,Get a list of all local users,discovery,T1087.001,Account Discovery: Local Account
fdf8bf36-797f-4157-805b-fe7c1c6fc903,stockpile,Find Hostname,Find hostname of remote host,discovery,T1018,Remote System Discovery
0bff4ee7-42a4-4bde-b09a-9d79d8b9edd7,stockpile,Find LSASS,Get process info for LSASS,discovery,T1057,Process Discovery
6131397e-7765-424e-a594-3d7fb2d93a6a,stockpile,GetDomain,Determine the Windows Domain of a computer,discovery,T1482,Domain Trust Discovery
aaf34d82-aea9-4278-8ec4-789653e4f5d9,stockpile,GetAdminMembers,Get Administrator users for a computer,discovery,T1033,System Owner/User Discovery
3b5db901-2cb8-4df7-8043-c4628a6a5d5a,stockpile,Find user processes,Get process info for processes running as a user,discovery,T1057,Process Discovery
4d9b079c-9ede-4116-8b14-72ad3a5533af,stockpile,PowerShell Process Enumeration,Capture running processes via PowerShell,discovery,T1057,Process Discovery
9a30740d-3aa8-4c23-8efa-d51215e8a5b9,stockpile,Scan WIFI networks,View all potential WIFI networks on host,discovery,T1016,System Network Configuration Discovery
52177cc1-b9ab-4411-ac21-2eadc4b5d3b8,stockpile,List Directory,List contents of current directory,discovery,T1083,File and Directory Discovery
1c353eb4-29ab-4dfe-88ed-f34f5a60848e,stockpile,File and Directory Discovery,Find or discover files on the file system,discovery,T1083,File and Directory Discovery
85341c8c-4ecb-4579-8f53-43e3e91d7617,stockpile,Collect ARP details,Locate all active IP and FQDNs on the network,discovery,T1018,Remote System Discovery
a41c2324-8c63-4b15-b3c5-84f920d1f226,stockpile,Locate file from printer queue,Locate file that appears in the printer queue,discovery,T1083,File and Directory Discovery
ac9dce33-2acc-4b34-94ce-2596409ce8f0,stockpile,Ping network,Ping the network in order to build the ARP cache,discovery,T1016,System Network Configuration Discovery
6e1a53c0-7352-4899-be35-fa7f364d5722,stockpile,Print Working Directory,Print the current working directory on the system,discovery,T1083,File and Directory Discovery
9b007f62-daa1-44bd-a57d-00c5315ec6fe,stockpile,USB Connected Device Discovery,find attached usb devices,discovery,T1120,Peripheral Device Discovery
335cea7b-bec0-48c6-adfb-6066070f5f68,stockpile,View Processes,Display information about current system processes,discovery,T1057,Process Discovery
364ea817-bbb9-4083-87dd-94b9dba45f6f,stockpile,Account Discovery (targeted),The net utility is executed via cmd to enumerate detailed information about a specific user account.,discovery,T1087.002,Account Discovery: Domain Account
5a4cb2be-2684-4801-9355-3a90c91e0004,stockpile,Network Service Scanning,Scans the local network for common open ports,discovery,T1046,Network Service Scanning
c7ec57cd-933e-42b6-99a4-e852a9e57a33,stockpile,Account Discovery (all),The net utility is executed via cmd to enumerate domain user accounts.,discovery,T1087.002,Account Discovery: Domain Account
30732a56-4a23-4307-9544-09caf2ed29d5,stockpile,Find deletable dirs (per user),Discover all directories containing deletable files by user,discovery,T1082,System Information Discovery
2dece965-37a0-4f70-a391-0f30e3331aba,stockpile,Discover antivirus programs,Identify AV,discovery,T1518.001,Software Discovery: Security Software Discovery
14a21534-350f-4d83-9dd7-3c56b93a0c17,stockpile,Find Domain,Find Domain information,discovery,T1016,System Network Configuration Discovery
5c4dd985-89e3-4590-9b57-71fed66ff4e2,stockpile,Permission Groups Discovery,Summary of permission and security groups,discovery,T1069.001,Permission Groups Discovery: Local Groups
2afae782-6d0a-4fbd-a6b6-d1ce90090eac,stockpile,Account-type Admin Enumerator,Use PowerView to query the Active Directory server to determine remote admins,discovery,T1069.002,Permission Groups Discovery: Domain Groups
46098c66-8d9a-4d23-8a95-dd5021c385ae,stockpile,Linux Enumeration & Privilege Escalation Discovery Script,Download and execute LinEnum.sh,discovery,T1082,System Information Discovery
